Cliente,Estado,Género,Valor de vida del cliente,Ingreso,Prima mensual del auto,Tipo de póliza,Clase del vehículo,Monto total de reclamo
LO48126,Oregon,F,246712.9805,23845.0,61.0,Personal Auto,Four-Door Car,292.8
NM37561,California,M,740816.7551,62810.0,187.0,Corporate Auto,Luxury Car,32.874675
HW19141,Oregon,F,345241.4955,65773.0,89.0,Corporate Auto,Four-Door Car,245.308491
OD21455,California,M,448138.75930000003,0.0,69.0,Personal Auto,Four-Door Car,232.183503
WN14477,California,M,2123544.557,0.0,86.0,Personal Auto,Four-Door Car,568.746405
YK88644,Nevada,M,337007.4728,0.0,95.0,Personal Auto,Four-Door Car,476.903351
YO41331,Oregon,F,374675.1625,41479.0,94.0,Personal Auto,Two-Door Car,19.575683
PB39857,California,M,512960.8404,72433.0,126.0,Personal Auto,SUV,343.139611
NW67881,Oregon,M,1230000.5,74586.0,103.0,Personal Auto,SUV,494.4
BN13780,California,F,1806527.1919999998,0.0,234.0,Personal Auto,Luxury SUV,1135.141469
EZ70847,Washington,F,1964476.296,67326.0,69.0,Corporate Auto,Four-Door Car,331.2
YR75102,Arizona,M,3590007.644,25285.0,114.0,Personal Auto,SUV,547.2
RS30611,Arizona,M,683876.7672,15871.0,89.0,Personal Auto,Four-Door Car,427.2
QT61438,Oregon,M,651928.7872,38795.0,82.0,Corporate Auto,Two-Door Car,393.6
MD44130,Oregon,M,571238.0597999999,24882.0,72.0,Corporate Auto,Two-Door Car,345.6
MS78828,Nevada,F,512654.27200000006,33169.0,128.0,Personal Auto,SUV,614.4
DG31826,California,M,498461.8655,86305.0,62.0,Corporate Auto,Four-Door Car,80.73124
WW67905,Oregon,M,410219.99750000006,0.0,112.0,Corporate Auto,SUV,537.6
LS92540,California,F,411119.7013,32210.0,103.0,Corporate Auto,SUV,494.4
RP92511,Nevada,M,1108587.709,69090.0,139.0,Personal Auto,Sports Car,387.222556
LK63879,California,F,474568.0421,0.0,63.0,Personal Auto,Four-Door Car,523.337427
BT20606,Arizona,M,583752.8088,83308.0,73.0,Personal Auto,Four-Door Car,419.471438
WW31823,Oregon,F,1919031.894,39034.0,68.0,Personal Auto,Four-Door Car,466.446708
MN79082,Oregon,M,644407.6976000001,46750.0,82.0,Corporate Auto,Two-Door Car,672.026958
ID89933,Oregon,F,725557.7594,39786.0,91.0,Personal Auto,Four-Door Car,365.835977
NM77390,Nevada,M,819771.2164,56788.0,108.0,Special Auto,SUV,579.710188
NN79124,Nevada,M,455491.1887,90156.0,114.0,Personal Auto,SUV,388.346716
DF97701,Oregon,F,706974.0965,63867.0,89.0,Corporate Auto,Four-Door Car,432.361631
EJ73184,California,F,474369.45279999997,83413.0,118.0,Personal Auto,SUV,134.801691
GE43335,Nevada,M,401938.4424,0.0,118.0,Personal Auto,SUV,566.4
HB68898,Oregon,F,2023938.353,36116.0,171.0,Corporate Auto,SUV,158.126982
UP80657,Washington,M,267473.0716,56342.0,69.0,Corporate Auto,Four-Door Car,331.2
PR13091,Oregon,F,920642.9641000001,55542.0,117.0,Personal Auto,Sports Car,310.651386
YV73432,Oregon,M,2318714.574,58466.0,66.0,Personal Auto,Two-Door Car,316.8
CG90504,Oregon,F,477055.0911,12964.0,65.0,Personal Auto,Two-Door Car,362.774545
SH12501,Washington,M,376808.6327,43412.0,94.0,Personal Auto,Two-Door Car,509.722387
ZR58728,Nevada,M,289373.9608,82611.0,74.0,Personal Auto,Four-Door Car,355.2
NS57426,Arizona,M,1161194.584,28915.0,76.0,Personal Auto,Four-Door Car,364.8
HU99414,Oregon,M,1424614.841,0.0,207.0,Personal Auto,Luxury Car,1490.4
LP86596,Arizona,F,255455.1152,0.0,70.0,Personal Auto,Four-Door Car,336.0
HR92775,California,F,322651.6193,91774.0,81.0,Personal Auto,Four-Door Car,285.020982
DQ69331,Washington,M,222707.27550000002,27972.0,61.0,Personal Auto,Four-Door Car,292.8
SP41790,California,M,1062340.5520000001,0.0,96.0,Personal Auto,Four-Door Car,460.8
YA52900,Oregon,M,830468.8878000001,0.0,122.0,Corporate Auto,SUV,681.328474
RQ88363,California,F,515552.9312,77857.0,64.0,Personal Auto,Four-Door Car,160.62847
OZ37864,Oregon,F,440776.91640000005,0.0,62.0,Personal Auto,Four-Door Car,114.097383
EH27304,California,F,295549.5724,56502.0,74.0,Personal Auto,Four-Door Car,355.2
CR37971,Oregon,M,390090.60020000004,95018.0,97.0,Personal Auto,Four-Door Car,315.879728
KL54950,Oregon,M,453137.2981,23705.0,122.0,Personal Auto,SUV,585.6
DS75515,California,M,281330.9659,72333.0,70.0,Personal Auto,Two-Door Car,177.224451
YW72997,Arizona,M,719672.1128,0.0,107.0,Personal Auto,SUV,770.4
MR13691,Arizona,M,630110.2478,47622.0,80.0,Personal Auto,Four-Door Car,305.544034
PP20957,Nevada,F,779944.0458,0.0,105.0,Personal Auto,SUV,504.0
KJ41153,Oregon,M,829262.6726,79632.0,106.0,Personal Auto,SUV,344.048739
WX49215,Oregon,M,1853461.1570000001,16154.0,62.0,Personal Auto,Four-Door Car,91.355165
CH78309,Oregon,M,290629.8309,72211.0,73.0,Personal Auto,Four-Door Car,44.912125
UF54329,California,M,608977.238,70892.0,76.0,Corporate Auto,Two-Door Car,206.709951
CQ59706,Washington,F,501614.46669999993,49367.0,63.0,Personal Auto,Four-Door Car,69.230355
KP77095,Arizona,F,1547059.658,68086.0,194.0,Corporate Auto,SUV,218.342169
PP14656,Washington,M,568046.7468,90353.0,70.0,Personal Auto,Two-Door Car,72.617605
QM74025,Oregon,F,458215.5128,49558.0,115.0,Personal Auto,SUV,552.0
RW67951,Washington,M,866355.0386000001,93485.0,72.0,Personal Auto,Four-Door Car,127.104785
ED13353,Oregon,M,527420.076,10629.0,74.0,Personal Auto,Four-Door Car,532.8
LG49010,California,M,262060.17179999998,10237.0,72.0,Personal Auto,Two-Door Car,253.637853
UA74474,Oregon,F,451518.40030000004,87517.0,112.0,Corporate Auto,Four-Door Car,802.278237
AC79024,Nevada,M,553322.9132000001,23241.0,70.0,Personal Auto,Two-Door Car,504.0
SD61306,Arizona,M,521691.4471,60861.0,66.0,Personal Auto,Four-Door Car,65.425125
PF88939,Nevada,M,786008.6842,21726.0,104.0,Personal Auto,SUV,697.010998
FG64765,Arizona,M,501655.3079,36313.0,67.0,Personal Auto,Four-Door Car,300.375887
DC79319,California,F,335156.7048,29160.0,87.0,Personal Auto,Two-Door Car,417.6
HS45195,California,M,673220.2032999999,0.0,99.0,Personal Auto,Two-Door Car,712.8
VN73653,Oregon,M,642373.9052,0.0,188.0,Corporate Auto,Luxury SUV,1621.560425
WL72919,California,F,497487.33,48139.0,63.0,Personal Auto,Four-Door Car,329.494
DO31181,Oregon,F,473929.70459999994,0.0,76.0,Personal Auto,Two-Door Car,38.792481
WY23230,Oregon,F,608643.1746,13688.0,84.0,Personal Auto,Two-Door Car,403.2
SK89479,California,M,501664.1406,0.0,73.0,Corporate Auto,Four-Door Car,525.6
BM30720,Nevada,F,734179.4924,27649.0,63.0,Personal Auto,Four-Door Car,302.4
XG92008,Arizona,F,321519.6994,24191.0,80.0,Personal Auto,Four-Door Car,103.750234
CJ46674,Oregon,M,253379.68070000003,0.0,71.0,Corporate Auto,Four-Door Car,517.056582
UJ31096,Oregon,F,534053.5477,58493.0,67.0,Personal Auto,Four-Door Car,321.6
GS44464,California,F,364483.3554,82477.0,90.0,Personal Auto,Two-Door Car,432.0
XP35430,Oregon,F,638204.7596,88663.0,79.0,Special Auto,Four-Door Car,379.2
QI51950,Nevada,F,430363.7883,74057.0,109.0,Personal Auto,SUV,523.2
PL88841,Arizona,M,422873.43739999994,0.0,63.0,Corporate Auto,Two-Door Car,302.4
ZW51790,Arizona,F,1042608.5510000001,52342.0,66.0,Personal Auto,Two-Door Car,316.8
MY80820,California,M,248474.7576,42012.0,63.0,Corporate Auto,Four-Door Car,40.754246
NE13752,Arizona,M,823276.0182,56021.0,69.0,Personal Auto,Four-Door Car,279.51121
VL51487,California,M,2176869.952,35124.0,137.0,Personal Auto,SUV,986.4
DD97473,Oregon,F,216092.0387,0.0,62.0,Personal Auto,Four-Door Car,439.001718
QJ89807,Nevada,F,442369.00409999996,0.0,125.0,Personal Auto,SUV,900.0
GK24074,Arizona,F,369176.5242,37202.0,93.0,Personal Auto,Two-Door Car,322.528829
DL61016,Oregon,M,494050.81529999996,65985.0,71.0,Special Auto,Four-Door Car,42.43131
EV60177,California,F,850394.2634,87771.0,74.0,Personal Auto,Four-Door Car,355.2
OS96036,Arizona,F,4114309.011,63624.0,115.0,Personal Auto,SUV,306.337632
AF37776,California,F,1041916.7429999999,80192.0,129.0,Personal Auto,SUV,200.662297
NC78961,Oregon,M,413989.76700000005,35945.0,105.0,Personal Auto,SUV,756.0
YA15471,Oregon,M,762766.0848000001,93004.0,63.0,Corporate Auto,Four-Door Car,205.957043
KX80728,Washington,M,616236.9756,0.0,89.0,Personal Auto,Four-Door Car,941.347502
VV47792,California,F,2580706.3,71210.0,214.0,Personal Auto,Luxury Car,1027.2
GE80842,Oregon,F,1550692.78,99159.0,190.0,Personal Auto,Luxury SUV,912.0
QA93530,Nevada,F,575748.9397,81491.0,72.0,Personal Auto,Four-Door Car,61.715527
GA27295,California,F,3936529.616,99875.0,108.0,Personal Auto,SUV,114.972914
EL55611,California,F,555549.2159000001,51705.0,139.0,Personal Auto,SUV,545.291103
TL39050,Arizona,F,2389330.41,39837.0,201.0,Corporate Auto,Luxury SUV,381.306996
ZQ96022,Oregon,F,959478.1150000001,31421.0,81.0,Personal Auto,Two-Door Car,388.8
OM69210,Arizona,M,541193.6509,81531.0,135.0,Personal Auto,SUV,420.434259
VU72280,California,F,531889.664,25134.0,67.0,Corporate Auto,Four-Door Car,321.6
WC21189,California,F,773171.3058999999,37386.0,97.0,Corporate Auto,Four-Door Car,465.6
JX50334,California,F,200435.0666,0.0,66.0,Corporate Auto,Four-Door Car,316.8
GB70736,Oregon,F,551096.5059,99553.0,68.0,Corporate Auto,Four-Door Car,111.586995
PU21485,Arizona,F,1115812.643,0.0,161.0,Corporate Auto,SUV,1159.2
MF49636,Arizona,M,539027.1649999999,70705.0,69.0,Personal Auto,Two-Door Car,272.024652
TG29325,Nevada,F,265821.7729,22724.0,69.0,Personal Auto,Four-Door Car,9.424668
MW83318,Oregon,F,882661.1995999999,26320.0,111.0,Corporate Auto,SUV,603.819794
LM54297,Nevada,M,471340.4623,0.0,69.0,Personal Auto,Four-Door Car,806.534801
NI78185,California,M,239391.53689999998,0.0,70.0,Personal Auto,Four-Door Car,425.266308
HL14274,California,F,1189518.188,88218.0,99.0,Personal Auto,Two-Door Car,50.32306
SF86727,Nevada,M,558096.0642,25180.0,70.0,Personal Auto,Four-Door Car,235.895575
EM89554,Oregon,F,861755.0432,48091.0,108.0,Personal Auto,SUV,132.041491
XP50892,Oregon,M,394012.3576,92539.0,100.0,Corporate Auto,SUV,25.713622
VH77056,Arizona,F,244876.5205,40658.0,61.0,Personal Auto,Four-Door Car,38.379869
JF19701,Arizona,M,443967.7708,75453.0,112.0,Special Auto,SUV,163.9498
JN49891,Oregon,M,253494.6955,94003.0,64.0,Personal Auto,Four-Door Car,307.2
CX65318,Arizona,M,1742056.565,31737.0,218.0,Personal Auto,Luxury SUV,1046.4
HL35876,Washington,M,239391.53689999998,0.0,70.0,Personal Auto,Four-Door Car,425.266308
RD87161,Washington,F,268133.2102,0.0,71.0,Personal Auto,Four-Door Car,340.8
CF50291,California,F,427280.504,0.0,114.0,Personal Auto,Four-Door Car,1343.619461
VF35858,California,M,1528433.065,48885.0,190.0,Personal Auto,Luxury Car,1090.122048
XG55762,Nevada,F,2018634.693,0.0,79.0,Corporate Auto,Four-Door Car,379.2
EC28314,California,M,498461.8655,86305.0,62.0,Personal Auto,Four-Door Car,80.73124
GR53936,Oregon,F,524627.8375,28909.0,66.0,Corporate Auto,Two-Door Car,456.702735
DV51398,California,M,882722.9837999999,0.0,123.0,Personal Auto,SUV,1088.38378
YF81002,Oregon,M,326901.3926,26140.0,84.0,Personal Auto,Two-Door Car,403.2
YM20358,Oregon,M,1697979.757,35095.0,73.0,Personal Auto,Two-Door Car,525.6
AZ75509,Arizona,F,247992.0134,31678.0,63.0,Personal Auto,Two-Door Car,76.629988
No93155,Arizona,M,720056.6588,28245.0,62.0,Personal Auto,Two-Door Car,297.6
FG21322,Oregon,F,791711.9912,0.0,72.0,Personal Auto,Four-Door Car,345.6
GO44613,Nevada,F,2406111.048,19168.0,106.0,Personal Auto,SUV,508.8
ZW93288,California,F,1916098.994,22705.0,239.0,Personal Auto,Luxury SUV,1294.700423
MS67230,Nevada,F,2329506.014,86481.0,65.0,Corporate Auto,Two-Door Car,189.971267
FQ32742,Arizona,M,755393.6525,38008.0,68.0,Personal Auto,Four-Door Car,321.789644
YF30946,California,M,240561.8791,63032.0,61.0,Personal Auto,Four-Door Car,404.550554
TH69908,Washington,F,486537.1797,27228.0,129.0,Personal Auto,Sports Car,238.262773
QA78691,Nevada,F,1638809.5420000001,0.0,68.0,Personal Auto,Four-Door Car,483.578159
NL44360,Oregon,F,261114.858,13424.0,71.0,Personal Auto,Four-Door Car,340.8
HO77809,Oregon,F,868875.4811999999,59098.0,110.0,Personal Auto,SUV,665.931223
MC30750,Oregon,F,1373613.25,16181.0,181.0,Personal Auto,SUV,1261.319869
HU41273,Oregon,M,856476.8226000001,95697.0,107.0,Personal Auto,Sports Car,178.006524
VS73599,Arizona,M,701917.7186,26806.0,63.0,Personal Auto,Four-Door Car,302.4
TO74000,Oregon,M,811440.9136,30595.0,69.0,Corporate Auto,Four-Door Car,446.08476
MS45259,Nevada,M,486438.2304,88079.0,61.0,Personal Auto,Two-Door Car,121.88814
LI45265,Oregon,F,856942.2637,99803.0,71.0,Personal Auto,Four-Door Car,189.143402
LK70293,Nevada,F,1779360.797,0.0,118.0,Personal Auto,Four-Door Car,1118.990694
FY24370,Oregon,M,1294418.562,0.0,191.0,Personal Auto,Luxury Car,1375.2
YE64125,Oregon,F,264920.7711,36283.0,68.0,Personal Auto,Four-Door Car,291.410965
QT39025,Arizona,F,458289.94140000007,66991.0,115.0,Personal Auto,SUV,399.617715
LO15516,California,M,269170.088,34322.0,70.0,Corporate Auto,Four-Door Car,336.0
FM47139,Oregon,F,246637.6803,44855.0,63.0,Personal Auto,Four-Door Car,103.607499
LW59140,Arizona,M,927747.2900999999,97729.0,115.0,Personal Auto,Four-Door Car,221.047584
JA26024,Oregon,F,414256.12119999994,48263.0,104.0,Personal Auto,Two-Door Car,674.863718
YF16441,California,F,2799027.159,68343.0,79.0,Personal Auto,Two-Door Car,379.2
QT43282,Oregon,M,940914.3498,76847.0,118.0,Corporate Auto,SUV,31.58501
NL17964,Oregon,M,258102.2016,35795.0,65.0,Personal Auto,Four-Door Car,312.0
CD27895,California,F,763711.1954,0.0,71.0,Personal Auto,Four-Door Car,340.8
CF62992,Oregon,F,247107.77320000003,53074.0,61.0,Personal Auto,Two-Door Car,268.773368
QK23742,California,F,230281.8965,0.0,63.0,Corporate Auto,Four-Door Car,732.638975
UV64489,Arizona,F,871636.8952,28743.0,112.0,Personal Auto,SUV,537.6
ED65109,California,F,520798.59210000007,81839.0,65.0,Personal Auto,Four-Door Car,74.666163
SC40169,Oregon,F,271950.6996,14030.0,72.0,Personal Auto,Two-Door Car,345.6
PW88443,Oregon,F,245272.6922,32764.0,61.0,Personal Auto,Two-Door Car,292.953446
YZ38778,Oregon,M,382909.06450000004,74775.0,95.0,Personal Auto,Four-Door Car,676.658911
EO77382,Arizona,F,887352.5121999999,53503.0,114.0,Personal Auto,Four-Door Car,547.2
SM42728,California,M,1592505.739,34455.0,135.0,Personal Auto,SUV,648.0
PX31667,Washington,M,295236.0309,52198.0,74.0,Personal Auto,Two-Door Car,355.2
NC35008,Oregon,F,1592395.503,64429.0,133.0,Personal Auto,SUV,222.080015
XC77244,Oregon,M,728503.0983,44788.0,61.0,Personal Auto,Four-Door Car,386.031248
UM52895,California,F,1310430.284,30130.0,110.0,Personal Auto,SUV,528.0
WV39838,Arizona,F,243683.9358,0.0,65.0,Personal Auto,Two-Door Car,149.241472
IT92328,Nevada,M,935087.2287,0.0,275.0,Corporate Auto,Luxury SUV,1980.0
QD86074,Oregon,F,903567.1134,34337.0,113.0,Corporate Auto,Four-Door Car,542.4
WH80404,California,M,1725074.771,22276.0,111.0,Personal Auto,SUV,783.211084
XH20787,California,M,254908.04210000002,52980.0,64.0,Personal Auto,Four-Door Car,191.945693
ZU50513,California,F,895484.0118,97736.0,74.0,Personal Auto,Four-Door Car,60.090984
TW42649,Washington,F,246797.792,0.0,67.0,Corporate Auto,Two-Door Car,222.903462
QH46481,Washington,F,770061.9936,0.0,73.0,Corporate Auto,Four-Door Car,792.868448
MQ73697,Nevada,F,377666.55059999996,68727.0,94.0,Corporate Auto,Two-Door Car,386.520235
UG48681,Nevada,M,804487.2393,71391.0,67.0,Personal Auto,Four-Door Car,284.000172
ID58230,California,F,502967.1927,62271.0,63.0,Personal Auto,Four-Door Car,25.478179
DY35486,California,M,1995779.034,0.0,187.0,Personal Auto,Luxury Car,1346.4
EP64833,California,F,617969.9689,0.0,86.0,Corporate Auto,Four-Door Car,412.8
MC69755,Washington,F,567805.0167,0.0,76.0,Personal Auto,Four-Door Car,364.8
ZZ41158,Washington,M,408942.94920000003,28506.0,104.0,Personal Auto,SUV,499.2
QM59790,Arizona,F,314287.734,0.0,86.0,Personal Auto,Four-Door Car,412.8
LL67008,California,F,2289534.606,0.0,94.0,Corporate Auto,Four-Door Car,676.8
ZU69163,California,F,558689.3159,94161.0,69.0,Personal Auto,Four-Door Car,108.989737
EB72052,Oregon,M,1210529.422,33345.0,102.0,Personal Auto,SUV,694.078608
WA60547,California,F,1197197.7650000001,64195.0,158.0,Personal Auto,SUV,618.288849
RV97631,Oregon,F,1532845.723,0.0,138.0,Corporate Auto,SUV,688.828746
SS20130,Oregon,F,542425.6733,67414.0,68.0,Personal Auto,Four-Door Car,148.778455
ZI72165,Arizona,M,498182.5724,33176.0,63.0,Corporate Auto,Four-Door Car,302.4
HD29166,Oregon,F,1463545.158,0.0,139.0,Personal Auto,SUV,667.2
NP30139,Oregon,M,686286.6306,56779.0,86.0,Corporate Auto,Four-Door Car,435.388932
FV54537,California,M,1374504.802,40810.0,114.0,Personal Auto,SUV,780.378964
SG62327,Nevada,M,811165.1947999999,30622.0,68.0,Corporate Auto,Four-Door Car,326.4
FX26050,Oregon,M,2271202.364,14119.0,67.0,Special Auto,Two-Door Car,68.019973
DU50092,Oregon,F,5667593.768,77237.0,283.0,Personal Auto,Luxury SUV,1358.4
EU48798,Nevada,F,816058.7729,24980.0,71.0,Personal Auto,Two-Door Car,511.2
WE93328,Nevada,F,391936.67220000003,66676.0,97.0,Corporate Auto,Four-Door Car,558.099357
KP83069,California,F,728615.5383,0.0,69.0,Personal Auto,Four-Door Car,669.716478
GO56075,Oregon,M,758963.4,0.0,69.0,Personal Auto,Four-Door Car,331.2
DI19952,Arizona,F,903237.0377999999,0.0,82.0,Personal Auto,Four-Door Car,157.208336
SV58690,California,M,555555.6089,41853.0,71.0,Personal Auto,Two-Door Car,155.511553
RF35142,Nevada,F,825766.6512,23815.0,73.0,Personal Auto,Four-Door Car,424.330166
CU69816,California,M,272174.9756,22885.0,73.0,Corporate Auto,Four-Door Car,386.245297
JM67025,Nevada,M,523009.2742,32630.0,66.0,Personal Auto,Four-Door Car,202.961374
OB69329,California,F,627391.1874,18577.0,86.0,Personal Auto,Four-Door Car,412.8
GF19726,Oregon,M,586606.8903000001,75952.0,73.0,Personal Auto,Two-Door Car,350.4
FH39427,Nevada,M,880218.8243000001,96390.0,73.0,Corporate Auto,Two-Door Car,316.977588
VM69145,California,F,872289.5091,25680.0,73.0,Personal Auto,Two-Door Car,332.40907
GN76399,Nevada,M,817852.1899,0.0,112.0,Personal Auto,Four-Door Car,806.4
IV94496,Nevada,M,4321721.6110000005,51504.0,220.0,Personal Auto,Luxury SUV,2552.343856
NM91640,Oregon,M,244221.6651,0.0,74.0,Personal Auto,Four-Door Car,532.8
DS46955,California,F,291971.0443,41456.0,73.0,Personal Auto,Four-Door Car,257.380112
LU82585,Nevada,M,636622.5775,44368.0,80.0,Personal Auto,Two-Door Car,384.0
QX31376,Oregon,F,1711432.8150000002,70961.0,85.0,Corporate Auto,Four-Door Car,408.0
SQ36805,Oregon,F,239557.00000000003,21986.0,63.0,Personal Auto,Two-Door Car,333.696228
UY57856,Oregon,F,298794.9471,0.0,83.0,Corporate Auto,Four-Door Car,708.693556
OG84541,Arizona,F,1278027.6,33514.0,105.0,Personal Auto,Sports Car,265.215014
NT66759,Arizona,F,390666.9584,60230.0,98.0,Personal Auto,Four-Door Car,8.129056
PR74307,California,M,259459.11820000003,0.0,70.0,Corporate Auto,Four-Door Car,494.196873
PW15144,Washington,M,526784.8664,40818.0,66.0,Personal Auto,Four-Door Car,316.8
KS89479,Oregon,M,909504.9868,37937.0,116.0,Personal Auto,SUV,556.8
QA22158,Arizona,F,712227.3163,64571.0,89.0,Corporate Auto,Four-Door Car,452.115601
MK32733,California,M,911744.1695,0.0,126.0,Corporate Auto,SUV,421.906803
WL85494,California,M,4107542.8789999997,21988.0,209.0,Personal Auto,Luxury Car,1003.2
RZ79717,Arizona,M,348669.9561,0.0,95.0,Corporate Auto,Four-Door Car,684.0
NS12730,Oregon,M,729768.7812,24672.0,93.0,Personal Auto,Two-Door Car,669.6
YK32760,Oregon,M,250220.98850000004,0.0,74.0,Corporate Auto,Four-Door Car,355.2
SS77718,California,M,995549.0835000001,0.0,96.0,Personal Auto,Four-Door Car,460.8
QP62600,Oregon,M,709415.8873000001,72878.0,61.0,Corporate Auto,Two-Door Car,45.463345
ET47892,Oregon,M,1228076.661,88340.0,102.0,Personal Auto,Two-Door Car,489.6
PS78418,Oregon,M,577390.039,52278.0,73.0,Personal Auto,Two-Door Car,234.997994
SK32629,California,F,490489.47310000006,12902.0,139.0,Personal Auto,Sports Car,667.2
LQ79472,Arizona,M,342382.2189,99816.0,86.0,Corporate Auto,Two-Door Car,172.913031
AI58500,Arizona,F,268916.84500000003,26554.0,68.0,Personal Auto,Two-Door Car,391.687368
ME47990,California,M,310900.7806,77485.0,77.0,Corporate Auto,Four-Door Car,355.909266
KU25309,Oregon,M,2242525.604,22537.0,64.0,Corporate Auto,Four-Door Car,307.2
RW66792,California,F,570554.7071,76522.0,71.0,Personal Auto,Four-Door Car,340.8
MN32305,Oregon,F,206338.78949999998,0.0,64.0,Personal Auto,Four-Door Car,602.911057
XS98744,Oregon,F,509667.3223,22886.0,65.0,Special Auto,Four-Door Car,312.0
SL19130,Oregon,M,410193.5985,0.0,115.0,Personal Auto,Two-Door Car,552.0
JG66653,Oregon,M,253792.9538,25506.0,65.0,Personal Auto,Two-Door Car,312.0
GQ17441,Nevada,M,365169.247,0.0,110.0,Personal Auto,SUV,1265.387328
WL67313,California,F,1001405.568,0.0,98.0,Personal Auto,Two-Door Car,705.6
LX33054,Oregon,M,675880.7188,0.0,191.0,Personal Auto,Luxury Car,2042.569089
HN97052,Oregon,F,520590.96499999997,0.0,72.0,Personal Auto,Two-Door Car,345.6
EB12732,Oregon,F,284796.55819999997,96357.0,71.0,Personal Auto,Four-Door Car,238.245103
KA29693,California,M,1151335.5489999999,16266.0,100.0,Special Auto,SUV,1177.323534
KE41602,Arizona,M,758835.586,76516.0,95.0,Personal Auto,Two-Door Car,661.008979
QF17193,Arizona,F,238931.0128,20484.0,61.0,Personal Auto,Four-Door Car,181.218317
IQ63581,California,F,506682.74439999997,40215.0,64.0,Personal Auto,Four-Door Car,98.480884
MR39613,California,M,3686090.7980000004,22854.0,122.0,Special Auto,Sports Car,878.4
RQ22171,California,F,396158.61799999996,0.0,118.0,Corporate Auto,SUV,264.642948
